index,ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
8206,8207,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);Traditional public search engine;AI-powered search/dev tool (free),12,10,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,,APIs;Customization;Integrated developer community;Quality support system;AI tool integration;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,India,INR	Indian rupee,,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB,Cosmos DB;Microsoft SQL Server;MongoDB,Cosmos DB;Microsoft SQL Server;MongoDB,Microsoft Azure,Microsoft Azure,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Express;jQuery;Node.js;Svelte,Angular;ASP.NET CORE;Deno;Express;Node.js;Solid.js;Svelte,Angular;ASP.NET CORE;Express;Node.js;Svelte,,,,.NET Framework (1.0 - 4.8);Apache Kafka;Electron,.NET (5+) ;Apache Kafka;Electron;Hugging Face Transformers,Apache Kafka;Electron,Docker;Kubernetes;npm;NuGet;pnpm;Visual Studio Solution;Webpack;Yarn,Bun;Docker;Kubernetes;npm;pnpm;Visual Studio Solution;Vite;Webpack;Yarn,Docker;Kubernetes;npm;pnpm;Visual Studio Solution;Webpack;Yarn,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Windows;Windows Subsystem for Linux (WSL),Azure Devops;Confluence;Jira;Trello,Azure Devops;Confluence;Jira;Trello,Azure Devops;Confluence;Jira;Trello,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,ChatGPT;GitHub Copilot;Visual Studio Intellicode,ChatGPT;GitHub Copilot;Visual Studio Intellicode,ChatGPT;GitHub Copilot;Visual Studio Intellicode,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,Yes,Favorable,Increase productivity;Greater efficiency;Improve accuracy in coding,Somewhat trust,Neither good or bad at handling complex tasks,Writing code;Search for answers,Learning about a codebase;Documenting code;Testing code,,,,Writing code;Search for answers,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Difficult,,
60791,60792,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,,,,,,,,,,,,,,,,Java,,,BigQuery,Supabase,,Colocation,Firebase,,ASP.NET CORE,Deno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58371,58372,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Stack Overflow;Social Media;How-to videos,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine,21,16,"Developer, front-end",100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with,Is ready-to-go but also customizable for growth and targeted use cases,Customization;Integrated developer community;Quality support system,Poland,PLN	Polish zloty,395174.0,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,Firebase Realtime Database,Firebase Realtime Database,Firebase Realtime Database,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),Next.js;React,Astro;Htmx;Next.js;React,Next.js;React,,,,,,,Docker;npm;pnpm;Terraform;Vite;Webpack,Docker;npm,Docker;npm,IntelliJ IDEA;Nano;Sublime Text;Visual Studio Code,IntelliJ IDEA;Nano;Visual Studio Code,IntelliJ IDEA;Nano;Visual Studio Code,MacOS,MacOS,Clickup;Confluence;Jira;Trello,Confluence;Jira;Trello,Confluence;Jira;Trello,Google Chat,Discord;Slack,,Bing AI;ChatGPT;Claude;GitHub Copilot;Google Gemini;Tabnine,Bing AI;ChatGPT;Claude;Google Gemini;Tabnine,Bing AI;ChatGPT;Claude;Google Gemini;Tabnine,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,Neutral,Yes,Very favorable,Increase productivity;Greater efficiency;Make workload more manageable,Neither trust nor distrust,"Good, but not great at handling complex tasks",Writing code;Documenting code;Debugging and getting help;Testing code;Search for answers,Generating content or synthetic data,Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,Search for answers,Writing code;Documenting code;Debugging and getting help;Testing code,,,No,Circulating misinformation or disinformation;Biased results that do not represent diverse viewpoints,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,16.0,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,Never,30-60 minutes a day,Over 120 minutes a day,Amount of technical debt;Complexity of tech stack for deployment,Automated testing;Knowledge sharing community;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),A coworker,Media & Advertising Services,50.0,0.0,0.0,90.0,40.0,10.0,60.0,40.0,20.0,Too long,Easy,,9.0
31166,31167,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,12,8,Cloud infrastructure engineer,"10,000 or more employees",I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,Customization;Integrated developer community;Reputation for quality and excellence;Connected to an open source project,United States of America,USD	United States dollar,850000.0,Bash/Shell (all shells);Groovy;Java;Python;SQL,Python;Rust;SQL,Python;SQL,Presto,Presto,Presto,,,,,,,,,,Apache Spark;Hadoop,,,Gradle;Maven (build tool),Gradle,Gradle,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Vim,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Visual Studio Code,IntelliJ IDEA;Jupyter Notebook/JupyterLab,iOS;MacOS,MacOS;Other Linux-based,Confluence;Jira;Lucid;Markdown File;Stack Overflow for Teams;Wikis,GitHub Discussions;Jira;Lucid;Markdown File;Stack Overflow for Teams;Wikis,Jira;Lucid;Markdown File;Stack Overflow for Teams;Wikis,Google Meet;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Microsoft Teams;Slack,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really",Yes,Favorable,Increase productivity;Greater efficiency,Somewhat distrust,Bad at handling complex tasks,Writing code;Search for answers,Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Generating content or synthetic data,Project planning;Predictive analytics,Search for answers,,Writing code,,,No,Circulating misinformation or disinformation,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,8.0,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Strongly disagree,1-2 times a week,10+ times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Amount of technical debt;Reliability of tools/systems used in work,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,On-prem,Internal Developer portal,"Internet, Telecomm or Information Services",20.0,15.0,0.0,20.0,10.0,15.0,20.0,0.0,0.0,Appropriate in length,Easy,850000.0,8.0
42786,42787,"I am not primarily a developer, but I write code sometimes as part of my work/studies",65 years or older,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Other (please specify):;Freelance/contract work,Some college/university study without earning a degree,Books / Physical media;On the job training;Online Courses or Certification,,,30,30,Hardware Engineer,20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Is set up to be customized and needs to be engineered into a usable product,Customization;Quality support system;Reputation for quality and excellence,Australia,AUD	Australian dollar,130000.0,Assembly;C;C++,C;C++,C;C++,MySQL;SQLite,SQLite,SQLite,,,,,,,Rasberry Pi,GNU GCC;Rasberry Pi,Rasberry Pi,,,,Make;Visual Studio Solution,Make;Visual Studio Solution,Make;Visual Studio Solution,Netbeans;Visual Studio;Visual Studio Code,Netbeans;Visual Studio;Visual Studio Code,Netbeans;Visual Studio;Visual Studio Code,Windows,Windows,,,,,,,,,,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,Neutral,"No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,48.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Never,Never,Never,60-120 minutes a day,30-60 minutes a day,Amount of technical debt;Number of software tools in use;Tracking my work;Patching/updating core components,Automated testing,On-prem,"Do search of internal share drives/storage locations for documentation (i.e., not a structured knowledge base)",Manufacturing,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,,9.0
25867,25868,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64 years old,"Employed, full-time",Remote,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community)","Stack Overflow;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",,38,34,Data or business analyst,"10,000 or more employees",I have some influence,Start a free trial;Research companies that have emailed me,Is ready-to-go but also customizable for growth and targeted use cases,Customization;Quality support system;Reputation for quality and excellence,United States of America,USD	United States dollar,115000.0,Assembly;Cobol;HTML/CSS;SQL;VBA;Visual Basic (.Net),,,Microsoft Access;Microsoft SQL Server,,,,,,,,,,,,,,,,,,,,,Windows,,,,,Microsoft Teams,,,ChatGPT;Google Gemini;Perplexity AI,,,Stack Overflow,Less than once per month or monthly,Not sure/can't remember,,Quickly finding code solutions,"No, not at all",Yes,Favorable,Increase productivity;Greater efficiency;Improve accuracy in coding,Somewhat trust,"Good, but not great at handling complex tasks",Writing code;Search for answers,Documenting code,Learning about a codebase;Project planning;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Other (please specify):,,,Writing code;Search for answers,,,No,Missing or incorrect attribution for sources of data,Don’t trust the output or answers;Lack of proper training and education on new tools;Lack of executive buy-in,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,115000.0,
60709,60710,I am a developer by profession,18-24 years old,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",Apples,Bootstrapping a business;School or academic work;Professional development or self-paced learning from online courses,,,,,,,,,,,,,,,,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;Python;R;Rust;SQL;TypeScript,Go;Python;Rust;SQL;TypeScript,Go;Python;Rust;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MySQL;Redis;SQLite,Cassandra;Clickhouse;Cockroachdb;Dynamodb;Elasticsearch;InfluxDB;MariaDB;MySQL;Redis;SQLite,MySQL;Redis;SQLite,Amazon Web Services (AWS);Google Cloud;Hetzner;Microsoft Azure;Scaleway;Vercel,Amazon Web Services (AWS);Hetzner;Scaleway;Vercel,Amazon Web Services (AWS);Hetzner;Scaleway;Vercel,ASP.NET;ASP.NET CORE;Astro;Django;jQuery;Next.js;React,Django;jQuery;Next.js;React,Django;jQuery;Next.js;React,Cargo,Cargo,Cargo,.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka;Apache Spark;Flutter;Hadoop,Apache Kafka;Apache Spark;Hadoop;Tauri,Apache Kafka;Apache Spark;Hadoop,Ansible;Ant;Docker;NuGet;Pip;pnpm;Pulumi,Ansible;Ant;Docker;Kubernetes;NuGet;Pip;pnpm;Podman;Pulumi,Ansible;Ant;Docker;NuGet;Pip;pnpm;Pulumi,DataGrip;Neovim;Notepad++;Rider;Vim;Visual Studio;Visual Studio Code,DataGrip;Neovim;Notepad++;Rider;Vim,DataGrip;Neovim;Notepad++;Rider;Vim,Ubuntu;Windows,Ubuntu;Windows,Jira;Notion;Obsidian,Notion,Notion,Discord;Google Meet;Microsoft Teams;Skype;Whatsapp,Google Meet;Whatsapp,Google Meet;Whatsapp,ChatGPT;Google Gemini;WolframAlpha,ChatGPT,ChatGPT,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions,Neutral,Yes,Indifferent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51932,51933,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time",Remote,Apples,I don’t code outside of work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Books;Stack Overflow;Coding sessions (live or recorded);Interactive tutorial;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,33,26,"Developer, desktop or enterprise applications","10,000 or more employees",I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,,APIs;Reputation for quality and excellence;Frequent updates to features,France,EUR European Euro,125000.0,Bash/Shell (all shells);C;C++;Fortran;Python,Bash/Shell (all shells);C;C++;Fortran;Python,Bash/Shell (all shells);C;C++;Fortran;Python,,,,,,,,,,,,,,,,Make,Make,Make,Vim,Vim,Vim,Other Linux-based;Red Hat;Ubuntu;Windows Subsystem for Linux (WSL);Other (please specify):,Other Linux-based;Red Hat;Ubuntu;Windows Subsystem for Linux (WSL);Other (please specify):,Jira,Jira,Jira,Microsoft Teams;Signal,Microsoft Teams;Signal,Microsoft Teams;Signal,,,,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,Multiple times per day,Yes,Multiple times per day,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers,"Yes, definitely","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,26.0,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,None of these,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Hybrid (on-prem and cloud),Traditional public search engine,Computer Systems Design and Services,0.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,Too long,Neither easy nor difficult,,6.0
61489,61490,I am learning to code,35-44 years old,"Not employed, but looking for work",,Apples,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Online Courses or Certification,,,1,,Other (please specify):,,,,,,Thailand,,,Ada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stack Overflow,A few times per month or weekly,Not sure/can't remember,,Engage with community by commenting on questions and answers or voting on questions and answers,Not sure,Yes,Favorable,Speed up learning,Somewhat trust,"Good, but not great at handling complex tasks",,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Other (please specify):,,,,,,,I'm not sure,Biased results that do not represent diverse viewpoints,Not everyone uses them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28352,28353,I am a developer by profession,45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;School (i.e., University, College, etc);Online Courses or Certification",,,30,16,Engineering manager,20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Out-of-the-box is ready to go with little need for customization,APIs;Quality support system,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,100000.0,C#;HTML/CSS;JavaScript;SQL,C#;F#;HTML/CSS;JavaScript;Rust;SQL,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;jQuery;Vue.js,ASP.NET CORE;Vue.js,ASP.NET CORE;Vue.js,,,,.NET (5+) ,.NET (5+) ,.NET (5+) ,Chocolatey;NuGet,Chocolatey;NuGet,Chocolatey;NuGet,DataGrip;Notepad++;Rider;Visual Studio;Visual Studio Code,DataGrip;Notepad++;Rider;Visual Studio;Visual Studio Code,DataGrip;Notepad++;Rider;Visual Studio;Visual Studio Code,Windows,Windows,Azure Devops;Confluence;Jira;Obsidian,Obsidian,Obsidian,Microsoft Teams;Slack;Zoom,,,Visual Studio Intellicode,Visual Studio Intellicode,Visual Studio Intellicode,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,16.0,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,1-2 times a week,3-5 times a week,Never,Less than 15 minutes a day,Less than 15 minutes a day,Complexity of tech stack for deployment;Complexity of tech stack for build,DevOps function;Automated testing;Observability tools;Microservices;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Fintech,20.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,127388.0,8.0
689,690,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;On the job training;School (i.e., University, College, etc);Friend or family member",,,19,11,"Developer, back-end",100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with;Research companies that have emailed me,Out-of-the-box is ready to go with little need for customization,APIs;Integrated developer community;Reputation for quality and excellence;Connected to an open source project,Italy,EUR European Euro,85000.0,Python,Go;Python,Python,Elasticsearch;PostgreSQL;Redis,PostgreSQL;Redis,PostgreSQL;Redis,Amazon Web Services (AWS);Fly.io;Hetzner,Amazon Web Services (AWS);Fly.io;Hetzner,Amazon Web Services (AWS);Fly.io;Hetzner,Django,Django,Django,Rasberry Pi,Arduino;Rasberry Pi,Rasberry Pi,RabbitMQ;Ruff,Flutter;RabbitMQ;Ruff,RabbitMQ;Ruff,Docker,Docker;Podman,Docker,Vim;Visual Studio Code,Vim;Visual Studio Code,Vim;Visual Studio Code,Ubuntu,Ubuntu,Jira;Obsidian,Jira;Obsidian,Jira;Obsidian,Google Meet;Telegram,Google Meet;Telegram,Google Meet;Telegram,GitHub Copilot;Google Gemini,GitHub Copilot;Google Gemini,GitHub Copilot;Google Gemini,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really",Yes,Very favorable,Increase productivity;Speed up learning,Somewhat distrust,Bad at handling complex tasks,Learning about a codebase;Writing code;Testing code,Documenting code;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,Project planning,,,Learning about a codebase;Writing code;Testing code,,,No,Circulating misinformation or disinformation;Biased results that do not represent diverse viewpoints,"AI tools lack context of codebase,  internal architecture, and/or company knowledge;Not everyone uses them;We don’t have the right policies in place to reduce security risks",Yes,People manager,10.0,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,1-2 times a week,1-2 times a week,Never,30-60 minutes a day,15-30 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Complexity of tech stack for build,DevOps function;Automated testing;Observability tools;Knowledge sharing community;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Slack search,Software Development,80.0,0.0,5.0,5.0,1.0,3.0,6.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,91295.0,8.0
30389,30390,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed",Remote,Apples,Hobby;Freelance/contract work,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification;Friend or family member",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Interactive tutorial;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,15,5,"Developer, mobile","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Other (please specify):,Is ready-to-go but also customizable for growth and targeted use cases,,Russian Federation,USD	United States dollar,20000.0,Go;Kotlin;Python;SQL;Swift,Python;Rust;SQL;Swift,Python;SQL;Swift,PostgreSQL;SQLite,PostgreSQL;SQLite,PostgreSQL;SQLite,Vultr,Vultr,Vultr,Express;Flask,,,,,,Capacitor;NumPy;Pandas;SwiftUI;Torch/PyTorch,NumPy;OpenGL;Pandas;SwiftUI;Torch/PyTorch,NumPy;Pandas;SwiftUI;Torch/PyTorch,,,,Visual Studio Code;Xcode,Visual Studio Code;Xcode,Visual Studio Code;Xcode,MacOS;Windows,MacOS;Windows,,,,Telegram,Telegram,Telegram,ChatGPT;GitHub Copilot;Quora Poe,ChatGPT;Claude;GitHub Copilot;Meta AI,ChatGPT;GitHub Copilot,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,Yes,Very favorable,Increase productivity;Greater efficiency,Neither trust nor distrust,Bad at handling complex tasks,Writing code;Documenting code;Search for answers,Learning about a codebase;Debugging and getting help;Testing code;Generating content or synthetic data,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,,Writing code;Documenting code;Search for answers,,,Yes,,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,20000.0,
59682,59683,I am a developer by profession,35-44 years old,"Employed, part-time","Hybrid (some remote, some in-person)",Apples,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;How-to videos;Written-based Online Courses;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;AI-powered search/dev tool (free),15,11,"Developer, embedded applications or devices","1,000 to 4,999 employees",I have little or no influence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,Quickly finding code solutions;Learning new-to-everyone technology/techniques,"No, not really",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
